operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,Z09Q3081Z1J6,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970981,20579ED35102,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:09:37.704106,47.352,22.529,8.071,success,noInfo,2,4.928,3.098,0.827
noInfo,Z09Q3081Z1J4,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970982,20579ED351FB,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:13:21.547796,55.503,22.624,8.054,success,noInfo,2,4.819,3.081,0.808
noInfo,Z09Q3081Z0Z2,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970983,20579ED3433C,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:15:36.814108,54.305,22.21,8.07,success,noInfo,2,4.797,3.257,0.807
noInfo,Z09Q3081Z1J7,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970984,20579ED34F35,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:23:37.704547,51.684,22.636,8.059,success,noInfo,2,4.854,3.254,0.803
noInfo,Z09Q3081Z1J1,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970985,20579ED34EFE,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:25:41.670754,52.921,22.65,8.047,success,noInfo,2,5.015,3.136,0.807
noInfo,Z09Q3081Z1H9,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970986,20579ED342EC,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:28:38.682381,60.13,23.11,8.072,success,noInfo,2,4.854,3.173,0.809
noInfo,Z09Q3081Z0Z3,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970987,20579ED343AD,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:30:47.173969,53.682,22.483,8.081,success,noInfo,2,4.863,3.122,0.799
noInfo,Z09Q3081Z1H3,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970988,20579ED34EFD,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:32:36.892721,53.015,22.401,8.028,success,noInfo,2,4.807,3.177,0.802
noInfo,Z09Q3081Z1J8,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970989,20579ED34F83,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:34:27.858816,48.12,22.949,8.08,success,noInfo,2,4.831,3.1,0.808
noInfo,Z09Q3081Z1J3,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970990,20579ED36950,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:36:21.130833,46.976,22.809,8.083,success,noInfo,2,4.855,3.15,0.807
noInfo,Z09Q3081Z1H7,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970991,20579ED36952,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:38:10.152862,45.881,22.646,8.077,success,noInfo,2,4.899,3.166,0.813
noInfo,Z09Q3081Z0Z1,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970994,20579ED34FE5,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:39:55.209677,60.91,22.934,8.073,success,noInfo,2,4.832,3.16,0.811
noInfo,Z09Q3081Z1F8,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970996,20579ED3686F,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:42:06.207397,53.205,22.876,8.079,success,noInfo,2,4.807,3.127,0.809
noInfo,Z09Q3081Z1H6,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021970999,20579ED35226,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:44:05.298857,47.076,22.717,8.092,success,noInfo,2,4.895,3.108,0.8
noInfo,Z09Q3081Z1F9,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021971001,20579ED3693C,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:46:34.024309,57.291,22.573,8.082,success,noInfo,2,4.954,3.098,0.807
noInfo,Z09Q3081Z1H0,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021971004,20579ED368E9,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:49:23.934547,47.867,22.776,8.069,success,noInfo,2,7.802,3.121,0.812
noInfo,Z09Q3081Z1J2,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021971007,20579ED36979,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:52:02.109883,59.685,22.875,8.08,success,noInfo,2,4.853,3.158,0.802
noInfo,Z09Q3081Z1F1,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021971009,20579ED36900,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:54:48.249727,60.681,23.543,8.055,success,noInfo,2,4.895,3.167,0.802
noInfo,Z09Q3081Z1A7,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021971012,20579ED36863,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 16:58:05.468338,51.589,22.81,8.058,success,noInfo,2,7.836,3.09,0.806
noInfo,Z09Q3081Z1A3,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021971014,20579ED368D1,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 17:01:03.644755,53.504,22.741,8.08,success,noInfo,2,4.832,3.129,0.808
noInfo,Z09Q3081Z1A0,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021971017,20579ED3698D,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 17:04:46.635537,51.623,22.747,8.075,success,noInfo,2,4.962,3.144,0.804
noInfo,Z09Q3081Z1Z9,RV2520A0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021971020,20579ED36948,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-10-13 17:08:23.477043,53.076,22.915,8.077,success,noInfo,2,4.814,3.166,0.801
