operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,S18Q303SZ0A0,RV2520AXUS,10B011100XX1000A1XX0100PP50XXXXX,Lidar3603326EB5_FastDocking_baseSp16.5_FV1.4.4_ST2.2.021_M0.0.96_GM1.0.96_22.11_Aug242021.zip,AC000W021961247,20579E496153,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 11:55:00.664401,46.062,33.521,2.853,success,noInfo,0.0,4.7,3.192,0.817
noInfo,U28Q303TZ0S3,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021961250,20579ED35B70,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 15:29:47.113383,50.357,22.588,8.088,success,noInfo,2.0,4.722,3.133,0.816
noInfo,U28Q303TZ0U8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021961252,20579ED3699E,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 15:34:01.062992,51.824,22.675,8.1,success,noInfo,2.0,4.85,3.192,0.812
noInfo,U28Q303TZ1Z3,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021961255,20579ED36951,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 15:40:37.392528,52.866,22.705,8.127,success,noInfo,2.0,4.745,3.14,0.824
noInfo,U28Q303TZ0S5,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021961258,20579ED3695D,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 15:47:27.388381,45.984,22.508,8.085,success,noInfo,2.0,4.733,3.154,0.802
noInfo,U28Q303TZ0S2,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021961261,20579ED36984,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 15:50:11.111008,61.584,23.115,2.258,success,noInfo,2.0,4.8,3.112,0.814
noInfo,U28Q303TZ0S7,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021961263,20579ED3694D,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 15:53:00.366099,46.471,22.586,8.07,success,noInfo,2.0,4.666,3.116,0.803
noInfo,U28Q303TZ1A5,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021961264,20579ED36876,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 15:55:19.342585,52.551,22.793,8.096,success,noInfo,2.0,13.673,3.131,0.841
noInfo,U28Q303TZ0U2,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021961266,20579ED36927,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 15:58:14.701808,54.256,22.699,8.109,success,noInfo,2.0,5.201,3.071,0.815
noInfo,U28Q303TZ1Z1,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.17.1_FV1.4.8_ST2.2.023_M0.1.1_GM1.1.1_10.20_Sep122021.zip,AC000W021961269,20579ED3697C,8c:ec:4b:87:e0:d8,KAY-DT-06,2021-09-28 16:00:55.958290,52.032,22.679,8.105,success,noInfo,2.0,7.656,3.086,0.804
