operator,robotSN,packageName,dsn,stationMac,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check
noInfo,F01Q3081A0Z4,Mesa2.0P3.7.0_sprint7_VAVE_FV1.3.8_ST1.1.72_M0.0.7EB_RC3_spi_init_ST_GM1.0.7EB_RC3_spi_init_GD_RP3.7.0_sprint7_VAVE_16.28_Feb052021.zip,None_F01Q3081A0Z4,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-03-11 14:54:31,36.615,11.359,11.981,success,noInfo,0.465
