operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,recordTime,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,WifiChanel,AudioPackageVersion,FwVersion,PmMcuBootCostTime,PMDsnCostTime,PmMusicTime
noInfo,J26R3081H6J6,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165071,F0:B0:40:DC:B6:1A,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:05:12.378547,2022-04-27 08:03:47.218706,44.198,27.117,8.132,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.026,3.724,5.066
noInfo,J26R3081H6J4,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165079,F0:B0:40:DC:BC:F7,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:07:29.215522,2022-04-27 08:06:00.849943,45.922,28.303,7.777,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.007,4.079,5.085
noInfo,J26R3081H6R1,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165088,F0:B0:40:DC:B6:C4,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:09:25.223897,2022-04-27 08:07:59.350494,43.55,27.703,7.584,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.978,4.6,5.112
noInfo,J26R3081H6H6,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165098,F0:B0:40:75:17:04,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:12:00.615556,2022-04-27 08:10:35.219079,43.478,27.865,7.53,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.116,3.685,5.171
noInfo,J26R3081H6F4,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165116,F0:B0:40:DC:BC:38,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:16:10.432024,2022-04-27 08:14:44.615588,44.661,27.454,8.03,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.011,3.93,4.866
noInfo,J26R3081H6A4,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165123,F0:B0:40:DC:B5:CF,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:18:29.017506,2022-04-27 08:17:01.752590,44.544,28.042,7.872,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.999,4.195,5.471
noInfo,J26R3081H6A1,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165130,F0:B0:40:DC:B5:57,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:20:21.508823,2022-04-27 08:18:56.536272,44.039,27.293,7.98,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.964,3.685,4.97
noInfo,J26R3081H6A2,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165137,F0:B0:40:DC:BC:60,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:22:29.846955,2022-04-27 08:21:02.269191,45.341,27.554,7.942,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.237,4.356,5.352
noInfo,J26R3081H6Z4,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165147,5C:C5:63:42:45:80,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:25:35.567972,2022-04-27 08:24:08.137783,44.586,27.847,7.669,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.143,4.689,5.285
noInfo,J26R3081H5U0,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027165155,F0:B0:40:75:14:FB,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-27 08:28:07.731804,2022-04-27 08:26:42.362339,44.482,26.922,7.454,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.995,4.002,5.043
