operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,U13Q3233Z0A1,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310704,20579E1BEBBF,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:08:39.759229,58.825,15.951,18.334,success,noInfo,2,5.727,5.989,1.075
noInfo,U13Q3233Z0A5,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310706,20579E1BE929,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:10:43.873387,60.905,15.701,20.28,success,noInfo,2,5.644,5.583,1.064
noInfo,U13Q3233Z0F1,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310709,20579E1BE336,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:12:48.553059,57.166,15.729,17.698,success,noInfo,2,5.677,4.909,1.071
noInfo,U13Q3233Z0F3,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310711,20579E1B790A,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:14:47.233867,56.989,15.623,17.333,success,noInfo,2,5.588,4.659,1.095
noInfo,U13Q3233Z0F9,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310714,20579E39A551,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:16:30.959598,57.554,15.719,17.846,success,noInfo,2,5.733,4.994,1.058
noInfo,U13Q3233Z0F7,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310716,309587AB9E8E,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:18:31.634868,57.724,15.885,18.137,success,noInfo,2,5.823,5.05,1.107
noInfo,U13Q3233Z0H0,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310721,309587ABCDCA,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:21:27.405364,58.85,15.901,18.252,success,noInfo,2,5.593,4.983,1.186
noInfo,U13Q3233Z0F5,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310725,20579ED01010,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:23:34.615187,61.126,16.101,18.805,success,noInfo,2,5.444,5.122,2.568
noInfo,U13Q3233Z0J0,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310729,309587AB83BB,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:25:45.247452,55.139,15.934,15.729,success,noInfo,2,5.571,4.914,1.049
noInfo,U13Q3233Z0J7,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019310733,20579ED04B33,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-13 15:27:40.323120,58.714,15.957,19.077,success,noInfo,2,5.516,5.337,1.142
