operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,Y08Q3081F9Q6,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993711,B84D43320048,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:04:03.735014,51.304,17.441,13.554,success,noInfo,2,2.633,4.626,0.784
noInfo,Y08Q3081F9Q7,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993714,B84D43320097,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:05:39.326656,44.551,17.458,13.547,success,noInfo,2,2.569,4.473,0.789
noInfo,Y08Q3081F9U3,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993718,B84D4331D3C5,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:08:47.631708,44.698,17.464,13.564,success,noInfo,2,2.697,4.617,0.779
noInfo,Y08Q3081H2F3,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993721,B84D4331D509,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:11:34.261679,44.22,17.782,13.56,success,noInfo,2,2.682,4.626,0.789
noInfo,Y08Q3081H3Z0,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993723,B84D4331F2AE,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:14:35.736831,44.925,17.622,13.558,success,noInfo,2,2.662,4.803,0.814
noInfo,Y08Q3081F9F8,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993725,B84D4331FCC1,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:17:05.692712,45.114,17.47,13.566,success,noInfo,2,2.741,4.63,0.786
noInfo,Y08Q3081F9F9,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993727,B84D43325291,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:20:34.496706,45.264,17.437,13.575,success,noInfo,2,2.684,4.616,0.783
noInfo,Y08Q3081F9Z3,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993729,B84D4331DC33,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:22:53.431326,44.72,17.542,13.57,success,noInfo,2,2.749,4.449,0.801
noInfo,Y08Q3081F9U6,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993735,B84D4332131C,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:29:06.294496,52.073,17.198,13.559,success,noInfo,2,2.677,4.434,0.785
noInfo,Y08Q3081H1Q0,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993745,B84D4331F554,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:38:13.535729,44.275,17.295,13.544,success,noInfo,2,2.754,4.508,0.786
noInfo,Y08Q3081F9K7,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993751,B84D4331ECCA,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:42:37.401536,50.614,17.231,13.598,success,noInfo,2,2.677,4.505,0.792
noInfo,Y08Q3081H2F4,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993756,B84D43326EA4,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:47:01.268091,38.911,17.629,14.953,failed,noInfo,2,2.687,4.206,0.8
noInfo,Y08Q3081H2F4,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993758,B84D43326EA4,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:48:36.101744,51.274,17.392,3.646,success,noInfo,2,2.705,4.72,0.787
noInfo,Y08Q3081H1S3,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993762,B84D4331F2B3,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:50:44.114802,44.148,17.532,13.56,success,noInfo,2,2.644,4.638,0.795
noInfo,Y08Q3081H2K3,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021993767,B84D4331F0AD,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-13 08:53:38.268704,45.137,17.208,13.572,success,noInfo,2,2.668,4.538,0.794
