operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,Y22Q3081K2F4,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022007556,B84D4331F419,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:10:45.900511,37.999,17.682,13.536,success,noInfo,2.0,2.804,4.809,0.79
noInfo,Y22Q3081K2H2,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022007563,B84D43321F06,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:17:18.004476,40.266,17.233,13.586,success,noInfo,2.0,2.525,4.995,0.791
noInfo,Y22Q3081K2Z0,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022007566,B84D43321283,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:19:46.918391,44.33,17.575,13.609,success,noInfo,2.0,2.776,4.54,0.812
noInfo,Y22Q3081K2Z8,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022007570,B84D4331DBF8,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:22:20.800644,44.347,17.538,13.538,success,noInfo,2.0,2.714,4.492,0.791
noInfo,Y22Q3081K2F3,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022007578,B84D4331F3E0,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:27:50.278667,45.274,17.609,13.556,success,noInfo,2.0,2.708,4.192,0.794
noInfo,Y22Q3081K1Q9,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_Y22Q3081K1Q9,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:30:19.699964,62.241,17.609,13.566,failed,noInfo,,2.708,4.192,0.796
noInfo,Y22Q3081K1Q9,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022007584,B84D4331F58F,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:31:40.535198,51.322,17.594,3.544,success,noInfo,2.0,2.751,4.202,0.792
noInfo,Y22Q3081K1Q5,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022007587,B84D4331F615,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:33:17.321260,44.498,17.637,13.581,success,noInfo,2.0,2.713,4.714,0.791
noInfo,Y22Q3081K1J9,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_Y22Q3081K1J9,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:35:40.593223,62.246,17.637,13.569,failed,noInfo,,2.713,4.714,0.777
noInfo,Y22Q3081K1J9,UR1410ZWCA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022007595,B84D4331FD15,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-23 15:37:22.950005,47.079,17.441,3.567,success,noInfo,2.0,2.767,4.343,0.79
