operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check
noInfo,R24Q3081Z5K2,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,None_R24Q3081Z5K2,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 20:19:31.634960,76.594,,3.529,failed,noInfo,0.862
noInfo,R24Q3081Z5K2,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,AC000W021473124,3095877184CA,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 20:57:13.383099,20.294,14.811,3.502,success,noInfo,2.343,5.14,0.808
noInfo,R24Q3081Z0A7,UR1305A1US,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,None_R24Q3081Z0A7,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 21:10:58.070285,51.959,14.811,3.504,failed,noInfo,2.343,5.14,0.788
noInfo,R24Q3081Z0A7,UR1305A1US,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,None_R24Q3081Z0A7,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 21:14:52.724475,67.838,,3.484,failed,noInfo,0.797
noInfo,R24Q3081Z0A7,UR1305A1US,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,None_R24Q3081Z0A7,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 21:17:04.918273,71.695,,3.504,failed,noInfo,0.795
noInfo,R24Q3081Z0A7,UR1305A1US,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,None_R24Q3081Z0A7,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 21:41:45.024147,170.141,,3.503,failed,noInfo,0.803
noInfo,R24Q3081Z0A7,UR1305A1US,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,AC000W021473228,309587714B4C,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 21:52:50.383137,20.667,14.782,3.511,success,noInfo,2.41,4.776,0.785
noInfo,R24Q3081Z0A7,UR1305A1US,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,AC000W021473234,309587714B4C,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 21:55:12.023385,17.003,8.164,3.499,success,noInfo,2.401,5.052,0.782
noInfo,R24Q3081Z0A7,UR1305A1US,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,AC000W021473242,309587714B4C,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 22:00:44.230580,20.735,8.575,3.502,success,noInfo,2.334,4.925,0.808
noInfo,R24Q3081Z5K2,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.11.6_sprint11.6_rc2_FV0.0.6_SU2.2.007_M0.0.30_GM1.0.30_14.35_Jul012021.zip,None_R24Q3081Z5K2,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-07-24 22:46:37.246712,71.905,,3.495,failed,noInfo,0.796
