operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PmMcuBootCostTime
noInfo,S11Q3081Q9Q2,RV2520A0US,10B051100XX4000A1XX0100PP60XXXXX,Lidar360P3.3308.14.7_sprint14.7_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_12.32_Jul092021.zip,None_S11Q3081Q9Q2,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-08-11 14:53:37.773423,62.416,,168.725,failed,noInfo,,3.451
