operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,recordTime,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,WifiChanel,AudioPackageVersion,FwVersion,PmMcuBootCostTime,PMDsnCostTime,PmMusicTime
noInfo,H26R3081Z0F0,RV1500ZWUS,1H5012000XX10011AXX4001KK70XXXXX,MesaValleyHarmonizedP4.N3326.17.0_sprint17_rc4_MSK11[1]4[ABC]14_07.05_Mar232022.zip,None_H26R3081Z0F0,,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-27 17:18:04.336796,2022-03-27 17:16:43.575369,76.668,,3.821,failed,noInfo,,,music-vmusic-V2.9,MesaValleyHarmonizedP4.N3326.17.0_sprint17_rc4_MSK11[1]4[ABC]14_07.05_Mar232022.zip,0.941,None,None
noInfo,F14R3081Z0A6,RV2500S0EU,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026607175,F0:B0:40:74:9F:A3,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-27 17:29:14.033105,2022-03-27 17:27:38.785718,45.305,29.348,3.739,success,noInfo,2,0x02,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.643,4.022,5.769
