operator,deviceSN,deviceSKU,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:19:10.548083,30.501,,3.666,failed,noInfo,0.755
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,3095871B78C6,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:20:04.396125,37.554,22.462,3.64,success,noInfo,0.76
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,3095871B78C6,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:24:55.300515,37.01,22.141,3.632,success,noInfo,0.753
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,3095871B78C6,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:27:29.630136,38.627,22.684,3.645,success,noInfo,0.74
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,3095871B78C6,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:30:53.556112,36.899,23.388,3.656,success,noInfo,0.767
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,3095871B78C6,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:34:33.179532,37.483,22.217,3.644,success,noInfo,0.762
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,3095871B78C6,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:37:19.029798,37.652,22.494,3.657,success,noInfo,0.759
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,3095871B78C6,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:40:08.836569,42.617,22.79,3.648,success,noInfo,0.752
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,3095871B78C6,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:42:41.323744,37.731,23.313,3.589,success,noInfo,0.751
noInfo,J26Q3082A1T1,RV2520A0US,Lidar360P3.12.0_sprint12_rc3_scfOn_FV0.0.8_M1.0.60_RP3.12.0_sprint12_rc3_scfOn_multi_ayla_plat_14.59_Apr152021.zip,None_J26Q3082A1T1,3095871B78C6,a4:bb:6d:ce:ca:1c,KAY-DT-43,2021-05-25 19:45:29.276670,36.578,23.695,3.642,success,noInfo,0.769
